q1,q2,q3,q6,q4,q5,q17,q18,q20,q22,q23,q24,q25,q26,q27,q28,q29,q30,q33,q40,q41,q42,q56,q57,q58,q53,q54,q16,weight,stratum,psu
15 years old,Male,Grade 10,Sometimes,1.59,46,NA,NA,0 days,Sometimes,Most of the time,No,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Rarely,2,0 days,Always,1 time,4.7506,201401016,101
16 years old,Female,Grade 10,Never,NA,NA,0 times,Not seriously injured,All 30 days,Sometimes,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,5,0 days,Never,0 times,3.8197,201401016,101
15 years old,Female,Grade 10,Never,1.61,55,NA,NA,3 to 5 days,Sometimes,Always,No,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Always,5,0 days,Sometimes,0 times,3.8197,201401016,101
16 years old,Female,Grade 10,Never,1.57,70,1 time,Something else happened to me,0 days,Rarely,Most of the time,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Most of the time,1,0 days,Rarely,8 or 9 times,3.8197,201401016,101
16 years old,Female,Grade 10,Never,1.56,45,0 times,Not seriously injured,0 days,Rarely,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Always,1,0 days,Sometimes,0 times,3.8197,201401016,101
15 years old,Male,Grade 10,Never,1.63,71,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Always,2,0 days,Sometimes,0 times,4.7506,201401016,101
16 years old,Male,Grade 10,Never,1.67,53,0 times,Not seriously injured,0 days,Always,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Always,1,0 days,Always,0 times,4.7506,201401016,101
15 years old,Male,Grade 10,Never,1.74,61,0 times,Not seriously injured,3 to 5 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,1,1 or 2 days,Sometimes,2 or 3 times,4.7506,201401016,101
16 years old,Male,Grade 10,Never,1.71,43,2 or 3 times,Broken bone/dislocated joint,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Always,Always,1,10 or more days,Sometimes,0 times,4.7506,201401016,101
16 years old,Male,Grade 10,Most of the time,1.61,64,NA,NA,0 days,Never,Always,Yes,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Never,3,10 or more days,Sometimes,0 times,4.7506,201401016,101
15 years old,Female,Grade 9,Never,1.53,48,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,1 time,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,5,0 days,Never,0 times,4.0165,201401016,101
17 years old,Male,Grade 10,Never,NA,NA,1 time,Not seriously injured,1 or 2 days,Never,Never,Yes,Yes,0 times,0,NA,NA,0 days,My father or male guardian,12 or 13 years old,3 to 9 times,3 to 9 times,Most of the time,Rarely,3,1 or 2 days,Never,0 times,4.7506,201401016,101
14 years old,Male,Grade 8,Never,1.57,41,1 time,I had a cut or stab wound,0 days,Never,Rarely,NA,No,0 times,3 or more,12 or 13 years old,6 to 9 days,1 or 2 days,My father or male guardian,8 or 9 years old,1 or 2 times,3 to 9 times,Never,NA,3,3 to 5 days,Never,2 or 3 times,7.1255,201401014,95
14 years old,Male,Grade 8,Never,1.64,46,4 or 5 times,I had a gunshot wound,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Always,0 times,7.1255,201401014,95
14 years old,Male,Grade 8,Never,1.45,41,6 or 7 times,I had a cut or stab wound,All 30 days,Rarely,Sometimes,No,No,0 times,3 or more,NA,NA,NA,Neither,NA,NA,NA,Always,Always,5,NA,Always,12 or more times,7.1255,201401014,95
16 years old,Male,Grade 8,Never,1.66,50,12 or more times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Never,1,0 days,Always,0 times,7.1255,201401014,95
14 years old,Male,Grade 8,Never,1.58,49,1 time,I had a cut or stab wound,1 or 2 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Rarely,2,1 or 2 days,Most of the time,4 or 5 times,7.1255,201401014,95
13 years old,Female,Grade 8,Never,1.51,43,NA,NA,0 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,5,0 days,Sometimes,0 times,6.0841,201401014,95
14 years old,Male,Grade 8,Sometimes,1.64,42,4 or 5 times,Something else happened to me,NA,Sometimes,Never,No,No,1 time,0,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Sometimes,1,0 days,Sometimes,2 or 3 times,7.1255,201401014,95
14 years old,Female,Grade 8,Never,1.56,44,0 times,Not seriously injured,0 days,Sometimes,Most of the time,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,5,0 days,Sometimes,0 times,6.0841,201401014,95
15 years old,Male,Grade 9,Sometimes,1.66,48,6 or 7 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Most of the time,1,1 or 2 days,Sometimes,0 times,4.5594,201401014,96
15 years old,NA,Grade 9,Sometimes,NA,NA,1 time,Something else happened to me,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,12 or 13 years old,All 30 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,3 to 5 days,Always,0 times,3.4427,201401014,96
17 years old,Male,Grade 9,Never,1.58,39,NA,Not seriously injured,0 days,Never,Never,Yes,Yes,0 times,2,7 years old or younger,All 30 days,0 days,My father or male guardian,NA,0 times,NA,NA,NA,1,1 or 2 days,Sometimes,2 or 3 times,4.5594,201401014,96
15 years old,Female,Grade 9,Sometimes,1.51,44,0 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Always,1,3 to 5 days,Always,0 times,3.4427,201401014,96
16 years old,Male,Grade 10,Never,1.61,45,1 time,Concussion/head injury,10 to 19 days,Rarely,Never,NA,No,0 times,0,14 or 15 years old,6 to 9 days,NA,My mother or female guardian,8 or 9 years old,0 times,1 or 2 times,Sometimes,Rarely,3,1 or 2 days,Most of the time,0 times,4.072,201401014,96
15 years old,Male,Grade 9,Sometimes,1.66,47,2 or 3 times,Something else happened to me,10 to 19 days,Rarely,Rarely,Yes,NA,1 time,1,NA,NA,3 to 5 days,Neither,I have never used drugs,NA,0 times,Rarely,Always,3,6 to 9 days,Sometimes,6 or 7 times,4.5594,201401014,96
16 years old,Female,Grade 10,Never,1.54,53,NA,Not seriously injured,1 or 2 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Always,1,0 days,Always,0 times,3.274,201401014,97
16 years old,Female,Grade 10,Never,1.63,46,1 time,Broken bone/dislocated joint,0 days,Sometimes,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Rarely,3,0 days,Rarely,0 times,3.274,201401014,97
15 years old,Female,Grade 8,Never,NA,NA,1 time,Broken bone/dislocated joint,1 or 2 days,Most of the time,Most of the time,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Most of the time,Sometimes,1,0 days,Most of the time,0 times,2.733,201401013,91
14 years old,Female,Grade 8,Rarely,1.52,43,12 or more times,Concussion/head injury,6 to 9 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Always,1,0 days,Sometimes,0 times,2.733,201401013,91
14 years old,Female,Grade 8,Sometimes,NA,NA,6 or 7 times,Not seriously injured,All 30 days,Always,Sometimes,NA,Yes,1 time,2,NA,NA,0 days,Both,14 or 15 years old,NA,0 times,Most of the time,Always,NA,0 days,Rarely,0 times,2.733,201401013,91
13 years old,Female,Grade 8,Never,NA,NA,1 time,I had a cut or stab wound,0 days,Rarely,Rarely,No,Yes,0 times,3 or more,7 years old or younger,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Always,0 times,2.733,201401013,91
14 years old,Female,Grade 8,Most of the time,NA,NA,0 times,Not seriously injured,NA,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Always,1,0 days,Sometimes,0 times,2.733,201401013,91
14 years old,Female,Grade 8,Sometimes,NA,NA,4 or 5 times,Not seriously injured,0 days,Never,Sometimes,No,No,6 or more times,3 or more,12 or 13 years old,20 to 29 days,0 days,My father or male guardian,10 or 11 years old,20 or more times,3 to 9 times,Sometimes,NA,5,10 or more days,NA,6 or 7 times,2.733,201401013,91
14 years old,Female,Grade 8,Rarely,NA,NA,0 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,0 days,Rarely,0 times,2.733,201401013,91
14 years old,Female,Grade 8,NA,1.51,45,2 or 3 times,Not seriously injured,1 or 2 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Never,3,3 to 5 days,Always,0 times,2.733,201401013,91
15 years old,Female,Grade 8,Never,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,1,NA,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,2,0 days,Sometimes,0 times,2.733,201401013,91
13 years old,Female,Grade 8,Sometimes,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,0,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Most of the time,1,0 days,Most of the time,0 times,2.733,201401013,91
15 years old,Female,NA,Always,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,Yes,2 or 3 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Sometimes,0 times,2.733,201401013,91
14 years old,Female,Grade 8,Never,1.63,43,0 times,Not seriously injured,0 days,Most of the time,Most of the time,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Never,1,0 days,Always,0 times,2.733,201401013,91
14 years old,Female,Grade 8,Sometimes,1.54,40,0 times,Not seriously injured,1 or 2 days,Sometimes,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Never,1,0 days,Sometimes,1 time,2.733,201401013,91
14 years old,Female,Grade 8,Never,NA,NA,NA,Not seriously injured,0 days,Sometimes,Most of the time,Yes,Yes,1 time,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Most of the time,0 times,2.733,201401013,91
14 years old,Female,Grade 8,Sometimes,NA,NA,2 or 3 times,Something else happened to me,0 days,Sometimes,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Never,1,NA,NA,2 or 3 times,2.733,201401013,91
14 years old,Female,Grade 8,Always,NA,NA,0 times,Not seriously injured,10 to 19 days,Most of the time,Rarely,Yes,Yes,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Rarely,2,1 or 2 days,Sometimes,4 or 5 times,2.733,201401013,91
14 years old,Female,Grade 8,Most of the time,NA,NA,NA,Not seriously injured,0 days,Most of the time,Never,Yes,Yes,6 or more times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,NA,0 times,NA,Never,Never,4,0 days,Never,2 or 3 times,2.733,201401013,91
15 years old,Female,Grade 9,Never,NA,NA,NA,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Sometimes,1,0 days,Most of the time,0 times,3.8559,201401013,92
15 years old,Female,Grade 9,Never,NA,NA,1 time,Something else happened to me,0 days,Always,Always,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Always,NA,0 days,Always,0 times,3.8559,201401013,92
15 years old,Female,Grade 9,Rarely,1.53,39,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,1,12 or 13 years old,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,0 days,Most of the time,0 times,3.8559,201401013,92
15 years old,Female,Grade 9,Rarely,NA,NA,1 time,Something else happened to me,1 or 2 days,Sometimes,Sometimes,Yes,Yes,1 time,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,2,0 days,Sometimes,0 times,3.8559,201401013,92
16 years old,Female,Grade 9,Never,1.69,65,1 time,Broken bone/dislocated joint,0 days,Most of the time,Most of the time,Yes,Yes,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Always,5,0 days,Most of the time,0 times,3.8559,201401013,92
15 years old,Female,Grade 9,Never,1.56,42,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,NA,NA,2,0 days,Most of the time,0 times,3.8559,201401013,92
14 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Always,0 times,3.8559,201401013,92
15 years old,Female,Grade 9,Never,1.64,49,0 times,Not seriously injured,0 days,Sometimes,Rarely,No,No,0 times,2,NA,0 days,0 days,I do not know,I have never used drugs,0 times,NA,Never,Rarely,1,0 days,Most of the time,0 times,3.8559,201401013,92
15 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Most of the time,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Most of the time,1,0 days,Most of the time,0 times,3.8559,201401013,92
15 years old,Female,Grade 9,Sometimes,1.47,60,2 or 3 times,Something else happened to me,0 days,Sometimes,Most of the time,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,3 to 5 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Most of the time,4,6 to 9 days,Sometimes,6 or 7 times,3.8559,201401013,92
15 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Always,1,0 days,Most of the time,0 times,3.8559,201401013,92
15 years old,Female,Grade 9,Sometimes,1.55,43,NA,NA,0 days,Never,Rarely,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,2,0 days,Sometimes,0 times,3.8559,201401013,92
16 years old,Female,Grade 9,Rarely,1.52,40,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Most of the time,1,0 days,Most of the time,0 times,3.8559,201401013,92
16 years old,Female,Grade 9,Sometimes,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Sometimes,1,0 days,Always,0 times,3.8559,201401013,92
15 years old,Female,Grade 9,Rarely,NA,NA,1 time,I had a bad burn,0 days,Rarely,Most of the time,Yes,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,NA,0 times,0 times,Sometimes,Rarely,3,0 days,Always,0 times,3.8559,201401013,92
14 years old,Female,Grade 9,Never,NA,NA,NA,NA,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Always,1,0 days,Sometimes,0 times,3.8559,201401013,92
